id,name,quality
9653,Speedy Racer Goggles,2
9654,Cairnstone Sliver,2
9655,Seedtime Hoop,2
9656,Granite Grips,2
9657,Vinehedge Cinch,2
9658,Boots of the Maharishi,2
9659,"Monster - Mace, Tauren Spiked",0
9660,Stargazer Cloak,2
9661,Earthclasp Barrier,2
9662,Rushridge Boots,2
9663,Dawnrider's Chestpiece,2
9664,Sentinel's Guard,2
9665,Wingcrest Gloves,2
9666,Stronghorn Girdle,2
9678,Tok'kar's Murloc Basher,2
9679,Tok'kar's Murloc Chopper,2
9680,Tok'kar's Murloc Shanker,2
9681,Grilled King Crawler Legs,1
9682,Leather Chef's Belt,2
9683,Strength of the Treant,3
9684,Force of the Hippogryph,3
9685,Will of the Mountain Giant,2
9686,Spirit of the Faerie Dragon,3
9687,Grappler's Belt,2
9698,Gloves of Insight,2
9699,Garrison Cloak,2
9700,"Monster - Item, Sparkler Blue",0
9701,"Monster - Item, Sparkler Red",0
9702,"Monster - Item, Sparkler White",0
9703,Scorched Cape,2
9704,Rustler Gloves,2
9705,Tharg's Shoelace,2
9706,Tharg's Disk,2
9718,Reforged Blade of Heroes,3
9719,Broken Blade of Heroes,3
9738,Gem of Cobrahn,1
9739,Gem of Anacondra,1
9740,Gem of Pythas,1
9741,Gem of Serpentis,1
9742,Simple Cord,1
9743,Simple Shoes,1
9744,Simple Bands,1
9745,Simple Cape,1
9746,Simple Gloves,1
9747,Simple Britches,2
9748,Simple Robe,2
9749,Simple Blouse,2
9750,Gypsy Sash,1
9751,Gypsy Sandals,1
9752,Gypsy Bands,1
9753,Gypsy Buckler,2
9754,Gypsy Cloak,1
9755,Gypsy Gloves,1
9756,Gypsy Trousers,2
9757,Gypsy Tunic,2
9758,Cadet Belt,1
9759,Cadet Boots,1
9760,Cadet Bracers,1
9761,Cadet Cloak,1
9762,Cadet Gauntlets,1
9763,Cadet Leggings,2
9764,Cadet Shield,2
9765,Cadet Vest,2
9766,Greenweave Sash,2
9767,Greenweave Sandals,2
9768,Greenweave Bracers,2
9769,Greenweave Branch,2
9770,Greenweave Cloak,2
9771,Greenweave Gloves,2
9772,Greenweave Leggings,2
9773,Greenweave Robe,2
9774,Greenweave Vest,2
9775,Bandit Cinch,2
9776,Bandit Boots,2
9777,Bandit Bracers,2
9778,Bandit Buckler,2
9779,Bandit Cloak,2
9780,Bandit Gloves,2
9781,Bandit Pants,2
9782,Bandit Jerkin,2
9783,Raider's Chestpiece,2
9784,Raider's Boots,2
9785,Raider's Bracers,2
9786,Raider's Cloak,2
9787,Raider's Gauntlets,2
9788,Raider's Belt,2
9789,Raider's Legguards,2
9790,Raider's Shield,2
9791,Ivycloth Tunic,2
9792,Ivycloth Boots,2
9793,Ivycloth Bracelets,2
9794,Ivycloth Cloak,2
9795,Ivycloth Gloves,2
9796,Ivycloth Mantle,2
9797,Ivycloth Pants,2
9798,Ivycloth Robe,2
9799,Ivycloth Sash,2
9800,Ivy Orb,2
9801,Superior Belt,2
9802,Superior Boots,2
9803,Superior Bracers,2
9804,Superior Buckler,2
9805,Superior Cloak,2
9806,Superior Gloves,2
9807,Superior Shoulders,2
9808,Superior Leggings,2
9809,Superior Tunic,2
9810,Fortified Boots,2
9811,Fortified Bracers,2
9812,Fortified Cloak,2
9813,Fortified Gauntlets,2
9814,Fortified Belt,2
9815,Fortified Leggings,2
9816,Fortified Shield,2
9817,Fortified Spaulders,2
9818,Fortified Chain,2
9819,Durable Tunic,2
9820,Durable Boots,2
9821,Durable Bracers,2
9822,Durable Cape,2
9823,Durable Gloves,2
9824,Durable Shoulders,2
9825,Durable Pants,2
9826,Durable Robe,2
9827,Scaled Leather Belt,2
9828,Scaled Leather Boots,2
9829,Scaled Leather Bracers,2
9830,Scaled Shield,2
9831,Scaled Cloak,2
9832,Scaled Leather Gloves,2
9833,Scaled Leather Leggings,2
9834,Scaled Leather Shoulders,2
9835,Scaled Leather Tunic,2
9836,Banded Armor,2
9837,Banded Bracers,2
9838,Banded Cloak,2
9839,Banded Gauntlets,2
9840,Banded Girdle,2
9841,Banded Leggings,2
9842,Banded Pauldrons,2
9843,Banded Shield,2
9844,Conjurer's Vest,2
9845,Conjurer's Shoes,2
9846,Conjurer's Bracers,2
9847,Conjurer's Cloak,2
9848,Conjurer's Gloves,2
9849,Conjurer's Hood,2
9850,Conjurer's Mantle,2
9851,Conjurer's Breeches,2
9852,Conjurer's Robe,2
9853,Conjurer's Cinch,2
9854,Archer's Jerkin,2
9855,Archer's Belt,2
9856,Archer's Boots,2
9857,Archer's Bracers,2
9858,Archer's Buckler,2
9859,Archer's Cap,2
9860,Archer's Cloak,2
9861,Archer's Gloves,2
9862,Archer's Trousers,2
9863,Archer's Shoulderpads,2
9864,Renegade Boots,2
9865,Renegade Bracers,2
9866,Renegade Chestguard,2
9867,Renegade Cloak,2
9868,Renegade Gauntlets,2
9869,Renegade Belt,2
9870,Renegade Circlet,2
9871,Renegade Leggings,2
9872,Renegade Pauldrons,2
9873,Renegade Shield,2
9874,Sorcerer Drape,2
9875,Sorcerer Sash,2
9876,Sorcerer Slippers,2
9877,Sorcerer Cloak,2
9878,Sorcerer Hat,2
9879,Sorcerer Bracelets,2
9880,Sorcerer Gloves,2
9881,Sorcerer Mantle,2
9882,Sorcerer Sphere,2
9883,Sorcerer Pants,2
9884,Sorcerer Robe,2
9885,Huntsman's Boots,2
9886,Huntsman's Bands,2
9887,Huntsman's Armor,2
9888,Deprecated Elven Protector,2
9889,Huntsman's Cap,2
9890,Huntsman's Cape,2
9891,Huntsman's Belt,2
9892,Huntsman's Gloves,2
9893,Huntsman's Leggings,2
9894,Huntsman's Shoulders,2
9895,Jazeraint Boots,2
9896,Jazeraint Bracers,2
9897,Jazeraint Chestguard,2
9898,Jazeraint Cloak,2
9899,Jazeraint Shield,2
9900,Jazeraint Gauntlets,2
9901,Jazeraint Belt,2
9902,Jazeraint Helm,2
9903,Jazeraint Leggings,2
9904,Jazeraint Pauldrons,2
9905,Royal Blouse,2
9906,Royal Sash,2
9907,Royal Boots,2
9908,Royal Cape,2
9909,Royal Bands,2
9910,Royal Gloves,2
9911,Royal Trousers,2
9912,Royal Amice,2
9913,Royal Gown,2
9914,Royal Scepter,2
9915,Royal Headband,2
9916,Tracker's Belt,2
9917,Tracker's Boots,2
9918,Brigade Defender,2
9919,Tracker's Cloak,2
9920,Tracker's Gloves,2
9921,Tracker's Headband,2
9922,Tracker's Leggings,2
9923,Tracker's Shoulderpads,2
9924,Tracker's Tunic,2
9925,Tracker's Wristguards,2
9926,Brigade Boots,2
9927,Brigade Bracers,2
9928,Brigade Breastplate,2
9929,Brigade Cloak,2
9930,Brigade Gauntlets,2
9931,Brigade Girdle,2
9932,Brigade Circlet,2
9933,Brigade Leggings,2
9934,Brigade Pauldrons,2
9935,Embossed Plate Shield,2
9936,Abjurer's Boots,2
9937,Abjurer's Bands,2
9938,Abjurer's Cloak,2
9939,Abjurer's Gloves,2
9940,Abjurer's Hood,2
9941,Abjurer's Mantle,2
9942,Abjurer's Pants,2
9943,Abjurer's Robe,2
9944,Abjurer's Crystal,2
9945,Abjurer's Sash,2
9946,Abjurer's Tunic,2
9947,Chieftain's Belt,2
9948,Chieftain's Boots,2
9949,Chieftain's Bracers,2
9950,Chieftain's Breastplate,2
9951,Chieftain's Cloak,2
9952,Chieftain's Gloves,2
9953,Chieftain's Headdress,2
9954,Chieftain's Leggings,2
9955,Chieftain's Shoulders,2
9956,Warmonger's Bracers,2
9957,Warmonger's Chestpiece,2
9958,Warmonger's Buckler,2
9959,Warmonger's Cloak,2
9960,Warmonger's Gauntlets,2
9961,Warmonger's Belt,2
9962,Warmonger's Greaves,2
9963,Warmonger's Circlet,2
9964,Warmonger's Leggings,2
9965,Warmonger's Pauldrons,2
9966,Embossed Plate Armor,2
9967,Embossed Plate Gauntlets,2
9968,Embossed Plate Girdle,2
9969,Embossed Plate Helmet,2
9970,Embossed Plate Leggings,2
9971,Embossed Plate Pauldrons,2
9972,Embossed Plate Bracers,2
9973,Embossed Plate Boots,2
9974,Overlord's Shield,2
9978,Gahz'ridian Detector,1
9998,Black Mageweave Vest,2
9999,Black Mageweave Leggings,2
10000,Margol's Horn,1
10001,Black Mageweave Robe,2
10002,Shadoweave Pants,2
10003,Black Mageweave Gloves,2
10004,Shadoweave Robe,2
10005,Margol's Gigantic Horn,1
10007,Red Mageweave Vest,2
10008,White Bandit Mask,2
10009,Red Mageweave Pants,2
10010,Stormcloth Pants,2
10011,Stormcloth Gloves,2
10018,Red Mageweave Gloves,2
10019,Dreamweave Gloves,3
10020,Stormcloth Vest,2
10021,Dreamweave Vest,3
10022,Proof of Deed,1
10023,Shadoweave Gloves,2
10024,Black Mageweave Headband,2
10025,Shadoweave Mask,2
10026,Black Mageweave Boots,2
10027,Black Mageweave Shoulders,2
10028,Shadoweave Shoulders,2
10029,Red Mageweave Shoulders,2
10030,Admiral's Hat,2
10031,Shadoweave Boots,2
10032,Stormcloth Headband,2
10033,Red Mageweave Headband,2
10034,Tuxedo Shirt,1
10035,Tuxedo Pants,1
10036,Tuxedo Jacket,1
10038,Stormcloth Shoulders,2
10039,Stormcloth Boots,2
10040,White Wedding Dress,1
10041,Dreamweave Circlet,3
10042,Cindercloth Robe,2
10043,Pious Legwraps,2
10044,Cindercloth Boots,2
10045,Simple Linen Pants,1
10046,Simple Linen Boots,1
10047,Simple Kilt,2
10048,Colorful Kilt,2
10049,Diabolist's Blade,2
10050,Mageweave Bag,1
10051,Red Mageweave Bag,1
10052,Orange Martial Shirt,1
10053,Simple Black Dress,1
10054,Lavender Mageweave Shirt,1
10055,Pink Mageweave Shirt,1
10056,Orange Mageweave Shirt,1
10057,Duskwoven Tunic,2
10058,Duskwoven Sandals,2
10059,Duskwoven Bracers,2
10060,Duskwoven Cape,2
10061,Duskwoven Turban,2
10062,Duskwoven Gloves,2
10063,Duskwoven Amice,2
10064,Duskwoven Pants,2
10065,Duskwoven Robe,2
10066,Duskwoven Sash,2
10067,Righteous Waistguard,2
10068,Righteous Boots,2
10069,Righteous Bracers,2
10070,Righteous Armor,2
10071,Righteous Cloak,2
10072,Righteous Gloves,2
10073,Righteous Helmet,2
10074,Righteous Leggings,2
10075,Righteous Spaulders,2
10076,Lord's Armguards,2
10077,Lord's Breastplate,2
10078,Lord's Crest,2
10079,Lord's Cape,2
10080,Lord's Gauntlets,2
10081,Lord's Girdle,2
10082,Lord's Boots,2
10083,Lord's Crown,2
10084,Lord's Legguards,2
10085,Lord's Pauldrons,2
10086,Gothic Plate Armor,2
10087,Gothic Plate Gauntlets,2
10088,Gothic Plate Girdle,2
10089,Gothic Sabatons,2
10090,Gothic Plate Helmet,2
10091,Gothic Plate Leggings,2
10092,Gothic Plate Spaulders,2
10093,Revenant Deflector,2
10094,Gothic Plate Vambraces,2
10095,Councillor's Boots,2
10096,Councillor's Cuffs,2
10097,Councillor's Circlet,2
10098,Councillor's Cloak,2
10099,Councillor's Gloves,2
10100,Councillor's Shoulders,2
10101,Councillor's Pants,2
10102,Councillor's Robes,2
10103,Councillor's Sash,2
10104,Councillor's Tunic,2
10105,Wanderer's Armor,2
10106,Wanderer's Boots,2
10107,Wanderer's Bracers,2
10108,Wanderer's Cloak,2
10109,Wanderer's Belt,2
10110,Wanderer's Gloves,2
10111,Wanderer's Hat,2
10112,Wanderer's Leggings,2
10113,Wanderer's Shoulders,2
10118,Ornate Breastplate,2
10119,Ornate Greaves,2
10120,Ornate Cloak,2
10121,Ornate Gauntlets,2
10122,Ornate Girdle,2
10123,Ornate Circlet,2
10124,Ornate Legguards,2
10125,Ornate Pauldrons,2
10126,Ornate Bracers,2
10127,Revenant Bracers,2
10128,Revenant Chestplate,2
10129,Revenant Gauntlets,2
10130,Revenant Girdle,2
10131,Revenant Boots,2
10132,Revenant Helmet,2
10133,Revenant Leggings,2
10134,Revenant Shoulders,2
10135,High Councillor's Tunic,2
10136,High Councillor's Bracers,2
10137,High Councillor's Boots,2
10138,High Councillor's Cloak,2
10139,High Councillor's Circlet,2
10140,High Councillor's Gloves,2
10141,High Councillor's Pants,2
10142,High Councillor's Mantle,2
10143,High Councillor's Robe,2
10144,High Councillor's Sash,2
10145,Mighty Girdle,2
10146,Mighty Boots,2
10147,Mighty Armsplints,2
10148,Mighty Cloak,2
10149,Mighty Gauntlets,2
10150,Mighty Helmet,2
10151,Mighty Tunic,2
10152,Mighty Leggings,2
10153,Mighty Spaulders,2
10154,Mercurial Girdle,2
10155,Mercurial Greaves,2
10156,Mercurial Bracers,2
10157,Mercurial Breastplate,2
10158,Mercurial Guard,2
10159,Mercurial Cloak,2
10160,Mercurial Circlet,2
10161,Mercurial Gauntlets,2
10162,Mercurial Legguards,2
10163,Mercurial Pauldrons,2
10164,Templar Chestplate,2
10165,Templar Gauntlets,2
10166,Templar Girdle,2
10167,Templar Boots,2
10168,Templar Crown,2
10169,Templar Legplates,2
10170,Templar Pauldrons,2
10171,Templar Bracers,2
10172,Mystical Mantle,2
10173,Mystical Bracers,2
10174,Mystical Cape,2
10175,Mystical Headwrap,2
10176,Mystical Gloves,2
10177,Mystical Leggings,2
10178,Mystical Robe,2
10179,Mystical Boots,2
10180,Mystical Belt,2
10181,Mystical Armor,2
10182,Swashbuckler's Breastplate,2
10183,Swashbuckler's Boots,2
10184,Swashbuckler's Bracers,2
10185,Swashbuckler's Cape,2
10186,Swashbuckler's Gloves,2
10187,Swashbuckler's Eyepatch,2
10188,Swashbuckler's Leggings,2
10189,Swashbuckler's Shoulderpads,2
10190,Swashbuckler's Belt,2
10191,Crusader's Armguards,2
10192,Crusader's Boots,2
10193,Crusader's Armor,2
10194,Crusader's Cloak,2
10195,Crusader's Shield,2
10196,Crusader's Gauntlets,2
10197,Crusader's Belt,2
10198,Crusader's Helm,2
10199,Crusader's Leggings,2
10200,Crusader's Pauldrons,2
10201,Overlord's Greaves,2
10202,Overlord's Vambraces,2
10203,Overlord's Chestplate,2
10204,Heavy Lamellar Shield,2
10205,Overlord's Gauntlets,2
10206,Overlord's Girdle,2
10207,Overlord's Crown,2
10208,Overlord's Legplates,2
10209,Overlord's Spaulders,2
10210,Elegant Mantle,2
10211,Elegant Boots,2
10212,Elegant Cloak,2
10213,Elegant Bracers,2
10214,Elegant Gloves,2
10215,Elegant Robes,2
10216,Elegant Belt,2
10217,Elegant Leggings,2
10218,Elegant Tunic,2
10219,Elegant Circlet,2
10220,Nightshade Tunic,2
10221,Nightshade Girdle,2
10222,Nightshade Boots,2
10223,Nightshade Armguards,2
10224,Nightshade Cloak,2
10225,Nightshade Gloves,2
10226,Nightshade Helmet,2
10227,Nightshade Leggings,2
10228,Nightshade Spaulders,2
10229,Engraved Bracers,2
10230,Engraved Breastplate,2
10231,Engraved Cape,2
10232,Engraved Gauntlets,2
10233,Engraved Girdle,2
10234,Engraved Boots,2
10235,Engraved Helm,2
10236,Engraved Leggings,2
10237,Engraved Pauldrons,2
10238,Heavy Lamellar Boots,2
10239,Heavy Lamellar Vambraces,2
10240,Heavy Lamellar Chestpiece,2
10241,Heavy Lamellar Helm,2
10242,Heavy Lamellar Gauntlets,2
10243,Heavy Lamellar Girdle,2
10244,Heavy Lamellar Leggings,2
10245,Heavy Lamellar Pauldrons,2
10246,Master's Vest,2
10247,Master's Boots,2
10248,Master's Bracers,2
10249,Master's Cloak,2
10250,Master's Hat,2
10251,Master's Gloves,2
10252,Master's Leggings,2
10253,Master's Mantle,2
10254,Master's Robe,2
10255,Master's Belt,2
10256,Adventurer's Bracers,2
10257,Adventurer's Boots,2
10258,Adventurer's Cape,2
10259,Adventurer's Belt,2
10260,Adventurer's Gloves,2
10261,Adventurer's Bandana,2
10262,Adventurer's Legguards,2
10263,Adventurer's Shoulders,2
10264,Adventurer's Tunic,2
10265,Masterwork Bracers,2
10266,Masterwork Breastplate,2
10267,Masterwork Cape,2
10268,Masterwork Gauntlets,2
10269,Masterwork Girdle,2
10270,Masterwork Boots,2
10271,Masterwork Shield,2
10272,Masterwork Circlet,2
10273,Masterwork Legplates,2
10274,Masterwork Pauldrons,2
10275,Emerald Breastplate,2
10276,Emerald Sabatons,2
10277,Emerald Gauntlets,2
10278,Emerald Girdle,2
10279,Emerald Helm,2
10280,Emerald Legplates,2
10281,Emerald Pauldrons,2
10282,Emerald Vambraces,2
10283,Wolf Heart Samples,1
10285,Shadow Silk,1
10286,Heart of the Wild,1
10287,Greenweave Mantle,2
10288,Sage's Circlet,2
10289,Durable Hat,2
10290,Pink Dye,1
10298,Gnomeregan Band,2
10299,Gnomeregan Amulet,2
10300,Pattern: Red Mageweave Vest,2
10301,Pattern: White Bandit Mask,2
10302,Pattern: Red Mageweave Pants,2
10303,Pattern: Stormcloth Pants,2
10304,Pattern: Stormcloth Gloves,2
10305,Scroll of Protection IV,1
10306,Scroll of Spirit IV,1
10307,Scroll of Stamina IV,1
10308,Scroll of Intellect IV,1
10309,Scroll of Agility IV,1
10310,Scroll of Strength IV,1
10311,Pattern: Orange Martial Shirt,1
10312,Pattern: Red Mageweave Gloves,2
10313,Pattern: Stormcloth Vest,2
10314,Pattern: Lavender Mageweave Shirt,1
10315,Pattern: Red Mageweave Shoulders,2
10316,Pattern: Colorful Kilt,2
10317,Pattern: Pink Mageweave Shirt,1
10318,Pattern: Admiral's Hat,1
10319,Pattern: Stormcloth Headband,2
10320,Pattern: Red Mageweave Headband,2
10321,Pattern: Tuxedo Shirt,1
10322,Pattern: Stormcloth Shoulders,2
10323,Pattern: Tuxedo Pants,1
10324,Pattern: Stormcloth Boots,2
10325,Pattern: White Wedding Dress,1
10326,Pattern: Tuxedo Jacket,1
10327,Horn of Echeyakee,1
10328,Scarlet Chestpiece,3
10329,Scarlet Belt,2
10330,Scarlet Leggings,3
10331,Scarlet Gauntlets,2
10332,Scarlet Boots,3
10333,Scarlet Wristguards,2
10338,Fresh Zhevra Carcass,1
10358,Duracin Bracers,2
10359,Everlast Boots,2
10360,Black Kingsnake,1
10361,Brown Snake,1
10362,Ornate Shield,2
10363,Engraved Wall,2
10364,Templar Shield,2
10365,Emerald Shield,2
10366,Demon Guard,2
10367,Hyperion Shield,2
10368,Imbued Plate Armor,2
10369,Imbued Plate Gauntlets,2
10370,Imbued Plate Girdle,2
10371,Imbued Plate Greaves,2
10372,Imbued Plate Helmet,2
10373,Imbued Plate Leggings,2
10374,Imbued Plate Pauldrons,2
10375,Imbued Plate Vambraces,2
10376,Commander's Boots,2
10377,Commander's Vambraces,2
10378,Commander's Armor,2
10379,Commander's Helm,2
10380,Commander's Gauntlets,2
10381,Commander's Girdle,2
10382,Commander's Leggings,2
10383,Commander's Pauldrons,2
10384,Hyperion Armor,2
10385,Hyperion Greaves,2
10386,Hyperion Gauntlets,2
10387,Hyperion Girdle,2
10388,Hyperion Helm,2
10389,Hyperion Legplates,2
10390,Hyperion Pauldrons,2
10391,Hyperion Vambraces,2
10392,Crimson Snake,1
10393,Cockroach,1
10394,Prairie Dog Whistle,1
10398,Mechanical Chicken,1
10399,Blackened Defias Armor,3
10400,Blackened Defias Leggings,2
10401,Blackened Defias Gloves,2
10402,Blackened Defias Boots,2
10403,Blackened Defias Belt,3
10404,Durable Belt,2
10405,Bandit Shoulders,1
10406,Scaled Leather Headband,2
10407,Raider's Shoulderpads,1
10408,Banded Helm,2
10409,Banded Boots,2
10410,Leggings of the Fang,3
10411,Footpads of the Fang,3
10412,Belt of the Fang,3
10413,Gloves of the Fang,3
10414,Sample Snapjaw Shell,1
10418,Glimmering Mithril Insignia,2
10420,Skull of the Coldbringer,1
10421,Rough Copper Vest,1
10423,Silvered Bronze Leggings,2
10424,Plans: Silvered Bronze Leggings,2
10438,Felix's Box,1
10439,Durnan's Scalding Mornbrew,1
10440,Nori's Mug,1
10441,Glowing Shard,1
10442,Mysterious Artifact,1
10443,Singed Letter,1
10444,Standard Issue Flare Gun,1
10445,Drawing Kit,1
10446,Heart of Obsidion,1
10447,Head of Lathoric the Black,1
10450,Undamaged Hippogryph Feather,0
10454,Essence of Eranikus,2
10455,Chained Essence of Eranikus,2
10456,A Bulging Coin Purse,1
10457,Empty Sea Snail Shell,0
10458,Prayer to Elune,1
10459,Chief Sharptusk Thornmantle's Head,1
10460,Hakkari Blood,1
10461,Shadowy Bracers,2
10462,Shadowy Belt,2
10463,Pattern: Shadoweave Mask,2
10464,Staff of Command,1
10465,Egg of Hakkar,1
10466,Atal'ai Stone Circle,1
10467,Trader's Satchel,1
10478,Roland's Mana Gem,1
10479,Kovic's Trading Satchel,2
10498,Gyromatic Micro-Adjustor,1
10499,Bright-Eye Goggles,2
10500,Fire Goggles,2
10501,Catseye Ultra Goggles,2
10502,Spellpower Goggles Xtreme,2
10503,Rose Colored Goggles,2
10504,Green Lens,3
10505,Solid Blasting Powder,1
10506,Deepdive Helmet,2
10507,Solid Dynamite,1
10508,Mithril Blunderbuss,2
10509,Heart of Flame,1
10510,Mithril Heavy-bore Rifle,2
10511,Golem Oil,1
10512,Hi-Impact Mithril Slugs,2
10513,Mithril Gyro-Shot,2
10514,Mithril Frag Bomb,1
10515,Torch of Retribution,1
10518,Parachute Cloak,2
10538,Tablet of Beth'Amara,1
10539,Tablet of Jin'yael,1
10540,Tablet of Markri,1
10541,Tablet of Sael'hai,1
10542,Goblin Mining Helmet,2
10543,Goblin Construction Helmet,2
10544,Thistlewood Maul,1
10545,Gnomish Goggles,2
10546,Deadly Scope,1
10547,Camping Knife,1
10548,Sniper Scope,1
10549,Rancher's Trousers,2
10550,Wooly Mittens,1
10551,Thorium Plated Dagger,1
10552,Symbol of Ragnaros,1
10553,Foreman Vest,2
10554,Foreman Pants,2
10555,Resist Test Item,1
10556,Stone Circle,1
10558,Gold Power Core,1
10559,Mithril Tube,1
10560,Unstable Trigger,1
10561,Mithril Casing,1
10562,Hi-Explosive Bomb,1
10563,Rubbing: Rune of Beth'Amara,1
10564,Rubbing: Rune of Jin'yael,1
10565,Rubbing: Rune of Markri,1
10566,Rubbing: Rune of Sael'hai,1
10567,Quillshooter,3
10568,"Monster - Mace2H, Pacifier",0
10569,Hoard of the Black Dragonflight,1
10570,Manslayer,3
10571,Ebony Boneclub,3
10572,Freezing Shard,3
10573,Boneslasher,3
10574,Corpseshroud,3
10575,Black Dragonflight Molt,1
10576,Mithril Mechanical Dragonling,2
10577,Goblin Mortar,2
10578,Thoughtcast Boots,3
10579,Explosive Arrow,3
10580,"Goblin ""Boom"" Box",1
10581,Death's Head Vestment,3
10582,Briar Tredders,3
10583,Quillward Harness,3
10584,Stormgale Fists,3
10585,Goblin Radio,1
10586,The Big One,1
10587,Goblin Bomb Dispenser,1
10588,Goblin Rocket Helmet,2
10589,Oathstone of Ysera's Dragonflight,1
10590,Pocked Black Box,1
10591,"Monster - Mace, Stormhammer",0
10592,Catseye Elixir,1
10593,Imperfect Draenethyst Fragment,2
10594,[PH] Hakkar'i Urn,1
10595,Kum'isha's Junk,2
10596,Deprecated Rose Colored Goggles,0
10597,Head of Magus Rimtori,1
10598,Hetaera's Bloodied Head,1
10599,Hetaera's Beaten Head,1
10600,Hetaera's Bruised Head,1
10601,Schematic: Bright-Eye Goggles,2
10602,Schematic: Deadly Scope,1
10603,Schematic: Catseye Ultra Goggles,2
10604,Schematic: Mithril Heavy-bore Rifle,2
10605,Schematic: Spellpower Goggles Xtreme,3
10606,Schematic: Parachute Cloak,2
10607,Schematic: Deepdive Helmet,1
10608,Schematic: Sniper Scope,3
10609,Schematic: Mithril Mechanical Dragonling,1
10610,Hetaera's Blood,1
10611,"Monster - Axe, Horde Badass 01",0
10612,"Monster - Axe, Horde Badass 02",0
10613,"Monster - Sword, Katana",0
10614,"Monster - Sword, Horde Sword Black",0
10615,"Monster - Sword, Horde Sword Red",0
10616,"Monster - Dagger, Curvey Silver",0
10617,"Monster - Dagger, Curved Bone Bloody",0
10618,"Monster - Dagger, Tanto Blade",0
10619,"Monster - Dagger, Badass Red",0
10620,Thorium Ore,1
10621,Runed Scroll,1
10622,Kadrak's Flag,1
10623,Winter's Bite,3
10624,Stinging Bow,3
10625,Stealthblade,3
10626,Ragehammer,3
10627,Bludgeon of the Grinning Dog,3
10628,Deathblow,3
10629,Mistwalker Boots,3
10630,Soulcatcher Halo,3
10631,Murkwater Gauntlets,3
10632,Slimescale Bracers,3
10633,Silvershell Leggings,3
10634,Mindseye Circle,3
10635,Painted Chain Leggings,1
10636,Nomadic Gloves,1
10637,Brewer's Gloves,2
10638,Long Draping Cape,2
10639,Hyacinth Mushroom,1
10640,Webwood Ichor,1
10641,Moonpetal Lily,1
10642,Iverron's Antidote,1
10643,Sealed Letter to Ag'tor,1
10644,Recipe: Goblin Rocket Fuel,1
10645,Gnomish Death Ray,1
10646,Goblin Sapper Charge,1
10647,Engineer's Ink,1
10648,Common Parchment,1
10649,Nightmare Shard,1
10650,Plague-Infested Quilboar Mane,1
10651,Cracked Arcane Focusing Crystal,0
10652,Will of the Mountain Giant,3
10653,Trailblazer Boots,2
10654,Jutebraid Gloves,2
10655,Sedgeweed Britches,1
10656,Barkmail Vest,1
10657,Talbar Mantle,2
10658,Quagmire Galoshes,2
10659,Shard of the Splithooves,2
10660,First Mosh'aru Tablet,1
10661,Second Mosh'aru Tablet,1
10662,Filled Egg of Hakkar,1
10663,Essence of Hakkar,1
10664,A Note to Magus Rimtori,1
10678,Magatha's Note,1
10679,Andron's Note,1
10680,Jes'rimon's Note,1
10681,Xylem's Note,1
10682,Belnistrasz's Oathstone,1
10683,Explorer's Knapsack,1
10684,Colossal Parachute,1
10685,"Monster - Mace2H, Kazon's Maul",0
10686,Aegis of Battle,3
10687,Empty Vial Labeled #1,1
10688,Empty Vial Labeled #2,1
10689,Empty Vial Labeled #3,1
10690,Empty Vial Labeled #4,1
10691,Filled Vial Labeled #1,1
10692,Filled Vial Labeled #2,1
10693,Filled Vial Labeled #3,1
10694,Filled Vial Labeled #4,1
10695,Box of Empty Vials,1
10696,Enchanted Azsharite Felbane Sword,2
10697,Enchanted Azsharite Felbane Dagger,2
10698,Enchanted Azsharite Felbane Staff,2
10699,Yeh'kinya's Bramble,1
10700,Encarmine Boots,2
10701,Boots of Zua'tec,2
10702,Enormous Ogre Boots,2
10703,Fiendish Skiv,2
10704,Chillnail Splinter,2
10705,Firwillow Wristbands,2
10706,Nightscale Girdle,2
10707,Steelsmith Greaves,2
10708,Skullspell Orb,2
10709,Pyrestone Orb,2
10710,Dragonclaw Ring,3
10711,Dragon's Blood Necklace,3
10712,Cuely's Elixir,1
10713,Plans: Inlaid Mithril Cylinder,1
10714,Crystallized Azsharite,1
10715,Kim'Jael's Scope,1
10716,Gnomish Shrink Ray,2
10717,Kim'Jael's Compass,1
10718,Kim'Jael's Wizzlegoober,1
10719,Mobile Alarm,1
10720,Gnomish Net-o-Matic Projector,2
10721,Gnomish Harm Prevention Belt,2
10722,Kim'Jael's Stuffed Chicken,1
10723,Gnomish Ham Radio,1
10724,Gnomish Rocket Boots,2
10725,Gnomish Battle Chicken,1
10726,Gnomish Mind Control Cap,2
10727,Goblin Dragon Gun,1
10728,Pattern: Black Swashbuckler's Shirt,1
10738,Shipment to Galvan,1
10739,Ring of Fortitude,2
10740,Centurion Legplates,2
10741,Lordrec Helmet,2
10742,Dragonflight Leggings,2
10743,Drakefire Headguard,2
10744,Axe of the Ebon Drake,2
10745,Kaylari Shoulders,2
10746,Runesteel Vambraces,2
10747,Teacher's Sash,2
10748,Wanderlust Boots,2
10749,Avenguard Helm,3
10750,Lifeforce Dirk,3
10751,Gemburst Circlet,3
10752,Emerald Encrusted Chest,2
10753,Amulet of Grol,1
10754,Amulet of Sevine,1
10755,Amulet of Allistarj,1
10756,"Monster - Mace2H, Smite's Mighty Hammer",0
10757,Ward of the Defiler,1
