ID,Name_Lang_enUS,Effect_1,EffectItemType_1,Effect_2,EffectItemType_2,Effect_3,EffectItemType_3,Reagent_1,ReagentCount_1,Reagent_2,ReagentCount_2,Reagent_3,ReagentCount_3,Reagent_4,ReagentCount_4,Reagent_5,ReagentCount_5,Reagent_6,ReagentCount_6,Reagent_7,ReagentCount_7,Reagent_8,ReagentCount_8
17565,Transmute: Life to Earth,24,7076,0,0,0,0,12803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17566,Transmute: Earth to Life,24,12803,0,0,0,0,7076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17570,Greater Stoneshield Potion,24,13455,0,0,0,0,13423,2,10620,1,8925,1,0,0,0,0,0,0,0,0,0,0
17571,Elixir of the Mongoose,24,13452,0,0,0,0,13465,2,13466,2,8925,1,0,0,0,0,0,0,0,0,0,0
17572,Purification Potion,24,13462,0,0,0,0,13467,2,13466,2,8925,1,0,0,0,0,0,0,0,0,0,0
17573,Greater Arcane Elixir,24,13454,0,0,0,0,13463,3,13465,1,8925,1,0,0,0,0,0,0,0,0,0,0
17574,Greater Fire Protection Potion,24,13457,0,0,0,0,7068,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17575,Greater Frost Protection Potion,24,13456,0,0,0,0,7070,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17576,Greater Nature Protection Potion,24,13458,0,0,0,0,7067,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17577,Greater Arcane Protection Potion,24,13461,0,0,0,0,11176,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17578,Greater Shadow Protection Potion,24,13459,0,0,0,0,3824,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17579,Greater Holy Protection Potion,24,13460,0,0,0,0,7069,1,13463,1,8925,1,0,0,0,0,0,0,0,0,0,0
17580,Major Mana Potion,24,13444,0,0,0,0,13463,3,13467,2,8925,1,0,0,0,0,0,0,0,0,0,0
17632,Alchemist's Stone,24,13503,0,0,0,0,9149,1,25867,1,25868,1,22794,2,23571,5,0,0,0,0,0,0
17634,Potion of Petrification,24,13506,0,0,0,0,13423,7,0,0,0,0,8925,1,0,0,0,0,0,0,0,0
17635,Flask of the Titans,24,13510,0,0,0,0,8846,7,13423,3,13468,1,8925,1,0,0,0,0,0,0,0,0
17636,Flask of Distilled Wisdom,24,13511,0,0,0,0,13463,7,13467,3,13468,1,8925,1,0,0,0,0,0,0,0,0
17637,Flask of Supreme Power,24,13512,0,0,0,0,13463,7,13465,3,13468,1,8925,1,0,0,0,0,0,0,0,0
17638,Flask of Chromatic Resistance,24,13513,0,0,0,0,13467,7,13465,3,13468,1,8925,1,0,0,0,0,0,0,0,0
17672,Summon Spectral Essence,24,13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17727,Create Spellstone,24,41192,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17728,Create Spellstone,24,41193,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17777,Create Commission,24,12846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17951,Create Firestone,24,41169,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17952,Create Firestone,24,41171,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17953,Create Firestone,24,41172,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18238,Spotted Yellowtail,24,6887,0,0,0,0,4603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18239,Cooked Glossy Mightfish,24,13927,0,0,0,0,13754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18240,Grilled Squid,24,13928,0,0,0,0,13755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18241,Filet of Redgill,24,13930,0,0,0,0,13758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,Hot Smoked Bass,24,13929,0,0,0,0,13756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18243,Nightfin Soup,24,13931,0,0,0,0,13759,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
18244,Poached Sunscale Salmon,24,13932,0,0,0,0,13760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18245,Lobster Stew,24,13933,0,0,0,0,13888,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0
18246,Mightfish Steak,24,13934,0,0,0,0,13893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18247,Baked Salmon,24,13935,0,0,0,0,13889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18367,Create Dawn's Gambit,24,12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18397,Filling,24,14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18401,Bolt of Runecloth,24,14048,0,0,0,0,14047,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18402,Runecloth Belt,24,13856,0,0,0,0,14048,3,14341,1,0,0,0,0,0,0,0,0,0,0,0,0
18403,Frostweave Tunic,24,13869,0,0,0,0,14048,5,6260,2,14341,1,0,0,0,0,0,0,0,0,0,0
18404,Frostweave Robe,24,13868,0,0,0,0,14048,5,7079,2,14341,1,0,0,0,0,0,0,0,0,0,0
18405,Runecloth Bag,24,14046,0,0,0,0,14048,5,8170,2,14341,1,0,0,0,0,0,0,0,0,0,0
18406,Runecloth Robe,24,13858,0,0,0,0,14048,5,14227,1,14341,1,0,0,0,0,0,0,0,0,0,0
18407,Runecloth Tunic,24,13857,0,0,0,0,14048,5,14227,1,14341,1,0,0,0,0,0,0,0,0,0,0
18408,Cindercloth Vest,24,14042,0,0,0,0,14048,5,7077,2,14341,1,0,0,0,0,0,0,0,0,0,0
18409,Runecloth Cloak,24,13860,0,0,0,0,14048,4,14227,1,0,0,0,0,0,0,0,0,0,0,0,0
18410,Ghostweave Belt,24,14143,0,0,0,0,14048,2,9210,2,0,0,0,0,0,0,0,0,0,0,0,0
18411,Frostweave Gloves,24,13870,0,0,0,0,14048,5,6260,2,14341,1,0,0,0,0,0,0,0,0,0,0
18412,Cindercloth Gloves,24,14043,0,0,0,0,14048,4,7077,2,14341,1,0,0,0,0,0,0,0,0,0,0
18413,Ghostweave Gloves,24,14142,0,0,0,0,14048,2,9210,2,0,0,0,0,0,0,0,0,0,0,0,0
18414,Brightcloth Robe,24,14100,0,0,0,0,14048,4,3577,2,0,0,0,0,0,0,0,0,0,0,0,0
18415,Brightcloth Gloves,24,14101,0,0,0,0,14048,4,3577,2,0,0,0,0,0,0,0,0,0,0,0,0
18416,Ghostweave Vest,24,14141,0,0,0,0,14048,2,9210,3,0,0,0,0,0,0,0,0,0,0,0,0
18417,Runecloth Gloves,24,13863,0,0,0,0,14048,5,0,0,14341,2,0,0,0,0,0,0,0,0,0,0
18418,Cindercloth Cloak,24,14044,0,0,0,0,14048,5,7078,1,14341,1,0,0,0,0,0,0,0,0,0,0
18419,Felcloth Pants,24,14107,0,0,0,0,14048,5,14256,2,14341,1,0,0,0,0,0,0,0,0,0,0
18420,Brightcloth Cloak,24,14103,0,0,0,0,14048,4,3577,2,0,0,0,0,0,0,0,0,0,0,0,0
18421,Wizardweave Leggings,24,14132,0,0,0,0,14048,4,11176,1,14341,1,0,0,0,0,0,0,0,0,0,0
18422,Cloak of Fire,24,14134,0,0,0,0,14048,6,7078,4,7077,4,7068,4,14341,1,0,0,0,0,0,0
18423,Runecloth Boots,24,13864,0,0,0,0,14048,4,0,0,8170,2,14341,1,0,0,0,0,0,0,0,0
18424,Frostweave Pants,24,13871,0,0,0,0,14048,6,6260,2,14341,1,0,0,0,0,0,0,0,0,0,0
18434,Cindercloth Pants,24,14045,0,0,0,0,14048,6,7078,1,14341,1,0,0,0,0,0,0,0,0,0,0
18436,Robe of Winter Night,24,14136,0,0,0,0,14048,10,14256,12,12808,4,7080,4,14341,1,0,0,0,0,0,0
18437,Felcloth Boots,24,14108,0,0,0,0,14048,2,14256,2,8170,2,14341,1,0,0,0,0,0,0,0,0
18438,Runecloth Pants,24,13865,0,0,0,0,14048,5,14227,2,14341,1,0,0,0,0,0,0,0,0,0,0
18439,Brightcloth Pants,24,14104,0,0,0,0,14048,6,3577,4,0,0,0,0,0,0,0,0,0,0,0,0
18440,Mooncloth Leggings,24,14137,0,0,0,0,14048,6,14342,4,14341,1,0,0,0,0,0,0,0,0,0,0
18441,Ghostweave Pants,24,14144,0,0,0,0,14048,3,9210,4,0,0,0,0,0,0,0,0,0,0,0,0
18442,Felcloth Hood,24,14111,0,0,0,0,14048,2,14256,2,14341,1,0,0,0,0,0,0,0,0,0,0
18444,Runecloth Headband,24,13866,0,0,0,0,14048,6,0,0,14341,2,0,0,0,0,0,0,0,0,0,0
18445,Mooncloth Bag,24,14155,0,0,0,0,14048,4,14342,1,14341,1,0,0,0,0,0,0,0,0,0,0
18446,Wizardweave Robe,24,14128,0,0,0,0,14048,8,11176,2,14341,1,0,0,0,0,0,0,0,0,0,0
18447,Mooncloth Vest,24,14138,0,0,0,0,14048,6,14342,4,14341,1,0,0,0,0,0,0,0,0,0,0
18448,Mooncloth Shoulders,24,14139,0,0,0,0,14048,5,14342,5,14341,1,0,0,0,0,0,0,0,0,0,0
18449,Runecloth Shoulders,24,13867,0,0,0,0,14048,7,14227,2,8170,4,14341,1,0,0,0,0,0,0,0,0
18450,Wizardweave Turban,24,14130,0,0,0,0,14048,6,11176,4,7910,1,14341,1,0,0,0,0,0,0,0,0
18451,Felcloth Robe,24,14106,0,0,0,0,14048,8,14256,3,12662,2,14341,2,0,0,0,0,0,0,0,0
18452,Mooncloth Circlet,24,14140,0,0,0,0,14048,4,14342,6,12800,1,12810,2,14341,2,0,0,0,0,0,0
18453,Felcloth Shoulders,24,14112,0,0,0,0,14048,7,14256,3,12662,2,8170,4,14341,2,0,0,0,0,0,0
18454,Gloves of Spell Mastery,24,14146,0,0,0,0,14048,10,14342,10,9210,10,13926,6,12364,6,12810,8,14341,2,0,0
18455,Bottomless Bag,24,14156,0,0,0,0,14048,8,14342,12,14344,2,17012,2,14341,2,0,0,0,0,0,0
18456,Truefaith Vestments,24,14154,0,0,0,0,14048,12,14342,10,12811,4,13926,4,9210,10,14341,2,0,0,0,0
18457,Robe of the Archmage,24,14152,0,0,0,0,14048,12,7078,10,7082,10,7076,10,7080,10,14341,2,0,0,0,0
18458,Robe of the Void,24,14153,0,0,0,0,14048,12,12662,20,14256,40,7078,12,12808,12,14341,2,0,0,0,0
18560,Mooncloth,24,14342,0,0,0,0,14256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18629,Runecloth Bandage,24,14529,0,0,0,0,14047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18630,Heavy Runecloth Bandage,24,14530,0,0,0,0,14047,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18711,Forging,24,14645,0,0,0,0,12359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18831,Conjure Lily Root,24,14894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18887,Create Nimboya's Laden Pike,24,9319,0,0,0,0,9320,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18988,Create Relic Bundle,24,15209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19029,Create Coagulated Rot,24,15448,0,0,0,0,15447,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19047,Cured Rugged Hide,24,15407,0,0,0,0,8171,1,15409,1,0,0,0,0,0,0,0,0,0,0,0,0
19048,Heavy Scorpid Bracers,24,15077,0,0,0,0,8170,4,15408,4,14341,1,0,0,0,0,0,0,0,0,0,0
19049,Wicked Leather Gauntlets,24,15083,0,0,0,0,8170,8,2325,1,14341,1,0,0,0,0,0,0,0,0,0,0
19050,Green Dragonscale Breastplate,24,15045,0,0,0,0,8170,20,15412,25,14341,2,0,0,0,0,0,0,0,0,0,0
19051,Heavy Scorpid Vest,24,15076,0,0,0,0,8170,6,15408,6,14341,1,0,0,0,0,0,0,0,0,0,0
19052,Wicked Leather Bracers,24,15084,0,0,0,0,8170,8,2325,1,14341,1,0,0,0,0,0,0,0,0,0,0
19053,Chimeric Gloves,24,15074,0,0,0,0,8170,6,12803,1,14341,1,0,0,0,0,0,0,0,0,0,0
19054,Red Dragonscale Breastplate,24,15047,0,0,0,0,8170,40,15414,30,14341,1,0,0,0,0,0,0,0,0,0,0
19055,Runic Leather Gauntlets,24,15091,0,0,0,0,8170,10,14047,6,14341,1,0,0,0,0,0,0,0,0,0,0
19057,Armor +40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19058,Rugged Armor Kit,24,15564,0,0,0,0,8170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19059,Volcanic Leggings,24,15054,0,0,0,0,8170,6,7078,1,7075,1,14341,1,0,0,0,0,0,0,0,0
19060,Green Dragonscale Leggings,24,15046,0,0,0,0,8170,20,15412,25,14341,1,0,0,0,0,0,0,0,0,0,0
19061,Living Shoulders,24,15061,0,0,0,0,8170,12,12803,4,14341,1,0,0,0,0,0,0,0,0,0,0
19062,Ironfeather Shoulders,24,15067,0,0,0,0,8170,24,17056,40,1529,2,14341,1,0,0,0,0,0,0,0,0
19063,Chimeric Boots,24,15073,0,0,0,0,8170,4,12803,1,14341,1,0,0,0,0,0,0,0,0,0,0
19064,Heavy Scorpid Gauntlets,24,15078,0,0,0,0,8170,6,15408,8,14341,1,0,0,0,0,0,0,0,0,0,0
19065,Runic Leather Bracers,24,15092,0,0,0,0,8170,6,7971,1,0,0,14341,1,0,0,0,0,0,0,0,0
19066,Frostsaber Boots,24,15071,0,0,0,0,8170,4,7080,1,14341,1,0,0,0,0,0,0,0,0,0,0
19067,Stormshroud Pants,24,15057,0,0,0,0,8170,16,0,0,7082,2,14341,1,0,0,0,0,0,0,0,0
19068,Warbear Harness,24,15064,0,0,0,0,8170,28,15419,12,14341,1,0,0,0,0,0,0,0,0,0,0
19070,Heavy Scorpid Belt,24,15082,0,0,0,0,8170,6,15408,8,14341,1,0,0,0,0,0,0,0,0,0,0
19071,Wicked Leather Headband,24,15086,0,0,0,0,8170,12,2325,1,14341,1,0,0,0,0,0,0,0,0,0,0
19072,Runic Leather Belt,24,15093,0,0,0,0,8170,10,14047,10,14341,1,0,0,0,0,0,0,0,0,0,0
19073,Chimeric Leggings,24,15072,0,0,0,0,8170,8,12803,1,14341,1,0,0,0,0,0,0,0,0,0,0
19074,Frostsaber Leggings,24,15069,0,0,0,0,8170,6,7080,1,14341,1,0,0,0,0,0,0,0,0,0,0
19075,Heavy Scorpid Leggings,24,15079,0,0,0,0,8170,8,15408,12,14341,1,0,0,0,0,0,0,0,0,0,0
19076,Volcanic Breastplate,24,15053,0,0,0,0,8170,8,7078,1,7076,1,14341,1,0,0,0,0,0,0,0,0
19077,Blue Dragonscale Breastplate,24,15048,0,0,0,0,8170,28,15415,30,15407,1,14341,1,0,0,0,0,0,0,0,0
19078,Living Leggings,24,15060,0,0,0,0,8170,16,12803,6,15407,1,14341,1,0,0,0,0,0,0,0,0
19079,Stormshroud Armor,24,15056,0,0,0,0,8170,16,0,0,7082,3,15407,1,14341,1,0,0,0,0,0,0
19080,Warbear Woolies,24,15065,0,0,0,0,8170,24,15419,14,14341,1,0,0,0,0,0,0,0,0,0,0
19081,Chimeric Vest,24,15075,0,0,0,0,8170,10,12803,1,14341,1,0,0,0,0,0,0,0,0,0,0
19082,Runic Leather Headband,24,15094,0,0,0,0,8170,14,14047,10,14341,1,0,0,0,0,0,0,0,0,0,0
19083,Wicked Leather Pants,24,15087,0,0,0,0,8170,12,15407,1,2325,3,14341,1,0,0,0,0,0,0,0,0
19084,Devilsaur Gauntlets,24,15063,0,0,0,0,8170,30,15417,8,14341,1,0,0,0,0,0,0,0,0,0,0
19085,Black Dragonscale Breastplate,24,15050,0,0,0,0,8170,25,15416,25,15407,1,14341,2,0,0,0,0,0,0,0,0
19086,Ironfeather Breastplate,24,15066,0,0,0,0,8170,35,17056,40,1529,1,15407,1,14341,1,0,0,0,0,0,0
19087,Frostsaber Gloves,24,15070,0,0,0,0,8170,6,7080,1,14341,1,0,0,0,0,0,0,0,0,0,0
19088,Heavy Scorpid Helm,24,15080,0,0,0,0,8170,8,15408,12,15407,1,14341,1,0,0,0,0,0,0,0,0
19089,Blue Dragonscale Shoulders,24,15049,0,0,0,0,8170,28,15415,30,12810,2,15407,1,14341,1,0,0,0,0,0,0
19090,Stormshroud Shoulders,24,15058,0,0,0,0,8170,12,0,0,7082,3,14227,2,0,0,0,0,0,0,0,0
19091,Runic Leather Pants,24,15095,0,0,0,0,8170,18,14047,12,12810,2,14341,1,0,0,0,0,0,0,0,0
19092,Wicked Leather Belt,24,15088,0,0,0,0,8170,14,2325,2,14341,2,0,0,0,0,0,0,0,0,0,0
19093,Onyxia Scale Cloak,24,15138,0,0,0,0,15410,1,14044,1,14341,1,0,0,0,0,0,0,0,0,0,0
19094,Black Dragonscale Shoulders,24,15051,0,0,0,0,8170,20,15416,15,0,0,15407,1,14341,1,0,0,0,0,0,0
19095,Living Breastplate,24,15059,0,0,0,0,8170,16,12803,8,14342,2,15407,1,14341,2,0,0,0,0,0,0
19097,Devilsaur Leggings,24,15062,0,0,0,0,8170,30,15417,14,15407,1,14341,1,0,0,0,0,0,0,0,0
19098,Wicked Leather Armor,24,15085,0,0,0,0,8170,20,15407,2,14256,2,2325,4,14341,2,0,0,0,0,0,0
19100,Heavy Scorpid Shoulders,24,15081,0,0,0,0,8170,14,15408,14,15407,1,14341,2,0,0,0,0,0,0,0,0
19101,Volcanic Shoulders,24,15055,0,0,0,0,8170,10,7078,1,7076,1,14341,2,0,0,0,0,0,0,0,0
19102,Runic Leather Armor,24,15090,0,0,0,0,8170,22,12810,4,14047,16,15407,1,14341,2,0,0,0,0,0,0
19103,Runic Leather Shoulders,24,15096,0,0,0,0,8170,16,12810,4,14047,18,15407,1,14341,2,0,0,0,0,0,0
19104,Frostsaber Tunic,24,15068,0,0,0,0,8170,12,7080,1,15407,1,14341,2,0,0,0,0,0,0,0,0
19106,Onyxia Scale Breastplate,24,15141,0,0,0,0,8170,40,15410,12,15416,60,14341,2,0,0,0,0,0,0,0,0
19107,Black Dragonscale Leggings,24,15052,0,0,0,0,8170,25,15416,25,0,0,15407,1,14341,2,0,0,0,0,0,0
19435,Mooncloth Boots,24,15802,0,0,0,0,14048,6,14342,4,7971,2,14341,1,0,0,0,0,0,0,0,0
19564,Draw Water Sample,24,15845,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19565,Draw Water Sample,24,15843,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19566,Salt Shaker,24,15409,0,0,0,0,8150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19567,Salt Shaker,24,15846,0,0,0,0,10561,1,12359,6,10558,3,0,0,0,0,0,0,0,0,0,0
19666,Silver Skeleton Key,24,15869,0,0,0,0,2842,1,3470,1,0,0,0,0,0,0,0,0,0,0,0,0
19667,Golden Skeleton Key,24,15870,0,0,0,0,3577,1,3486,1,0,0,0,0,0,0,0,0,0,0,0,0
19668,Truesilver Skeleton Key,24,15871,0,0,0,0,6037,1,7966,1,0,0,0,0,0,0,0,0,0,0,0,0
19669,Arcanite Skeleton Key,24,15872,0,0,0,0,12360,1,12644,1,0,0,0,0,0,0,0,0,0,0,0,0
19720,Combine Pendants,24,15885,0,0,0,0,15882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19788,Dense Blasting Powder,24,15992,0,0,0,0,12365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19790,Thorium Grenade,24,15993,0,0,0,0,15994,1,12359,3,15992,3,14047,3,0,0,0,0,0,0,0,0
19791,Thorium Widget,24,15994,0,0,0,0,12359,3,14047,1,0,0,0,0,0,0,0,0,0,0,0,0
19792,Thorium Rifle,24,15995,0,0,0,0,10559,2,10561,2,15994,2,12359,4,10546,1,0,0,0,0,0,0
19793,Lifelike Mechanical Toad,24,15996,0,0,0,0,12803,1,15994,4,10558,1,8170,1,0,0,0,0,0,0,0,0
19794,Spellpower Goggles Xtreme Plus,24,15999,0,0,0,0,10502,1,7910,4,12810,2,14047,8,0,0,0,0,0,0,0,0
19795,Thorium Tube,24,16000,0,0,0,0,12359,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19796,Dark Iron Rifle,24,16004,0,0,0,0,16000,2,11371,6,10546,2,12361,2,12799,2,8170,4,0,0,0,0
19797,Conjure Torch of Retribution,24,10515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19799,Dark Iron Bomb,24,16005,0,0,0,0,15994,2,11371,1,15992,3,14047,3,0,0,0,0,0,0,0,0
19800,Thorium Shells,24,15997,0,0,0,0,12359,2,15992,1,0,0,0,0,0,0,0,0,0,0,0,0
19814,Masterwork Target Dummy,24,16023,0,0,0,0,10561,1,16000,1,15994,2,6037,1,8170,2,14047,4,0,0,0,0
19815,Delicate Arcanite Converter,24,16006,0,0,0,0,12360,1,14227,1,0,0,0,0,0,0,0,0,0,0,0,0
19819,Voice Amplification Modulator,24,16009,0,0,0,0,16006,2,10558,1,15994,1,12799,1,0,0,0,0,0,0,0,0
19825,Master Engineer's Goggles,24,16008,0,0,0,0,10500,1,12364,2,12810,4,0,0,0,0,0,0,0,0,0,0
19830,Arcanite Dragonling,24,16022,0,0,0,0,10576,1,16006,4,0,0,0,0,0,0,0,0,0,0,0,0
19831,Arcane Bomb,24,16040,0,0,0,0,16006,1,12359,3,14047,1,0,0,0,0,0,0,0,0,0,0
19833,Flawless Arcanite Rifle,24,16007,0,0,0,0,12360,10,16000,2,7078,2,7076,2,12800,2,12810,2,0,0,0,0
19927,Test Enchant Weapon Flame,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19932,QAEnchant Cloak +7 Fire Resistance,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20008,Enchant Bracer - Greater Intellect,53,38852,0,0,0,0,16202,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,Enchant Bracer - Superior Spirit,53,38853,0,0,0,0,16202,3,11176,4,0,0,0,0,0,0,0,0,0,0,0,0
20010,Enchant Bracer - Superior Strength,53,38854,0,0,0,0,16204,6,16203,2,0,0,0,0,0,0,0,0,0,0,0,0
20011,Enchant Bracer - Superior Stamina,53,38855,0,0,0,0,16204,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,Enchant Gloves - Greater Agility,53,38856,0,0,0,0,16202,2,16204,3,0,0,0,0,0,0,0,0,0,0,0,0
20013,Enchant Gloves - Greater Strength,53,38857,0,0,0,0,16202,4,16204,4,0,0,0,0,0,0,0,0,0,0,0,0
20014,Enchant Cloak - Greater Resistance,53,38858,0,0,0,0,0,0,7077,1,7075,1,7079,1,7081,1,7972,1,0,0,0,0
20015,Enchant Cloak - Superior Defense,53,38859,0,0,0,0,16204,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20016,Enchant Shield - Vitality,53,38860,0,0,0,0,16203,1,16204,4,0,0,0,0,0,0,0,0,0,0,0,0
20017,Enchant Shield - Greater Stamina,53,38861,0,0,0,0,11176,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20018,Create Healthstone (Major),24,9421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,Enchant Boots - Greater Stamina,53,38862,0,0,0,0,11176,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20022,Create Soulstone,24,5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20023,Enchant Boots - Greater Agility,53,38863,0,0,0,0,16202,2,8153,2,0,0,0,0,0,0,0,0,0,0,0,0
20024,Enchant Boots - Spirit,53,38864,0,0,0,0,16203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20025,Enchant Chest - Greater Stats,53,38865,0,0,0,0,14344,2,16204,6,0,0,0,0,0,0,0,0,0,0,0,0
20026,Enchant Chest - Major Health,53,38866,0,0,0,0,0,0,14343,2,0,0,0,0,0,0,0,0,0,0,0,0
20028,Enchant Chest - Major Mana,53,38867,0,0,0,0,16204,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029,Enchant Weapon - Icy Chill,53,38868,0,0,0,0,14343,4,7080,1,7082,1,13467,1,0,0,0,0,0,0,0,0
20030,Enchant 2H Weapon - Superior Impact,53,38869,0,0,0,0,14344,4,16204,10,0,0,0,0,0,0,0,0,0,0,0,0
20031,Enchant Weapon - Superior Striking,53,38870,0,0,0,0,14344,2,16203,4,0,0,0,0,0,0,0,0,0,0,0,0
20032,Enchant Weapon - Lifestealing,53,38871,0,0,0,0,14344,4,12808,4,12803,4,0,0,0,0,0,0,0,0,0,0
20033,Enchant Weapon - Unholy Weapon,53,38872,0,0,0,0,14344,4,12808,4,0,0,0,0,0,0,0,0,0,0,0,0
20034,Enchant Weapon - Crusader,53,38873,0,0,0,0,14344,4,12811,2,0,0,0,0,0,0,0,0,0,0,0,0
20035,Enchant 2H Weapon - Major Spirit,53,38874,0,0,0,0,16203,4,14344,2,0,0,0,0,0,0,0,0,0,0,0,0
20036,Enchant 2H Weapon - Major Intellect,53,38875,0,0,0,0,16203,4,14344,2,0,0,0,0,0,0,0,0,0,0,0,0
20039,Greater Eternal Essence,24,16203,0,0,0,0,16202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040,Lesser Eternal Essence,24,16202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,Runed Arcanite Rod,24,16207,0,0,0,0,16206,1,13926,1,16204,10,16203,4,11145,1,14344,2,0,0,0,0
20201,Arcanite Rod,24,16206,0,0,0,0,12360,3,12644,1,0,0,0,0,0,0,0,0,0,0,0,0
20529,Bind Chapter 1,24,16642,0,0,0,0,16645,1,16646,1,16647,1,16648,1,0,0,0,0,0,0,0,0
20530,Bind Chapter 2,24,16643,0,0,0,0,16649,1,16650,1,16651,1,16652,1,0,0,0,0,0,0,0,0
20531,Bind Chapter 3,24,16644,0,0,0,0,16653,1,16654,1,16655,1,16656,1,0,0,0,0,0,0,0,0
20626,Undermine Clam Chowder,24,16766,0,0,0,0,7974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20648,Medium Leather,24,2319,0,0,0,0,2318,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20649,Heavy Leather,24,4234,0,0,0,0,2319,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20650,Thick Leather,24,4304,0,0,0,0,4234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20752,Create Soulstone,24,16892,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20755,Create Soulstone,24,16893,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20756,Create Soulstone,24,16895,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20757,Create Soulstone,24,16896,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20814,Collect Dire Water,24,16973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20848,Flarecore Mantle,24,16980,0,0,0,0,14048,12,17010,4,17011,4,12810,6,14341,2,0,0,0,0,0,0
20849,Flarecore Gloves,24,16979,0,0,0,0,14048,8,17010,6,7078,4,12810,2,14341,2,0,0,0,0,0,0
